Date,,Bicenntenial Bikeway,Bicentennial Bikeway Pedestrians Inbound,Bicentennial Bikeway Pedestrians Outbound,Bicentennial Bikeway Cyclists Inbound,Bicentennial Bikeway Cyclists Outbound,Bishop Street Enoggera,Bishop Street Pedestrians Inbound,Bishop Street Pedestrians Outbound,Bishop Street Cyclists Inbound,Bishop Street Cyclists Outbound,Ekibin Park,Ekibin Park Pedestrians Inbound,Ekibin Park Pedestrians Outbound,Ekibin Park Cyclists Inbound,Ekibin Park Cyclists Outbound,Eleanor Schonell Bridge Cyclists,Eleanor Schonell Bridge Cyclists Inbound,Eleanor Schonell Bridge Cyclists Outbound,Eleanor Schonell Bridge Pedestrians,Eleanor Schonell Bridge Pedestrians Inbound,Eleanor Schonell Bridge Pedestrians Outbound,Go Between Bridge Cyclists,Go Between Bridge Cyclists Inbound,Go Between Bridge Cyclists Outbound,Go Between Bridge Pedestrians,Go Between Bridge Pedestrians Inbound,Go Between Bridge Pedestrians Outbound,Granville Street Bridge,Granville Street Bridge Pedestrians Inbound,Granville Street Bridge Pedestrians Outbound,Granville Street Bridge Cyclists Inbound,Granville Street Bridge Cyclists Outbound,Jack Pesch Bridge,Jack Pesch Bridge Pedestrians Inbound,Jack Pesch Bridge Pedestrians Outbound,Jack Pesch Bridge Cyclists Outbound,Jack Pesch Bridge Cyclists Inbound,Kangaroo Point Bikeway,Kangaroo Point Bikeway Pedestrians Inbound,Kangaroo Point Bikeway Pedestrians Outbound,Kangaroo Point Bikeway Cyclists Inbound,Kangaroo Point Bikeway Cyclists Outbound,Kedron Brook Bikeway Lutwyche,Kedron Brook Bikeway Lutwyche Pedestrians Inbound,Kedron Brook Bikeway Lutwyche Pedestrians Outbound,Kedron Brook Bikeway Lutwyche Cyclists Inbound,Kedron Brook Bikeway Lutwyche Cyclists Outbound,Kedron Brook Bikeway Mitchelton,Kedron Brook Bikeway Mitchelton Pedestrian Inbound,Kedron Brook Bikeway Mitchelton Pedestrian Outbound,Kedron Brook Bikeway Mitchelton Cyclist Inbound,Kedron Brook Bikeway Mitchelton Cyclist Outbound,Lambert Road Indooroopilly,Lambert Road Indooroopilly Cyclists Inbound,Lambert Road Indooroopilly Cyclists Outbound,Norman Park,Norman Park Pedestrians Inbound,Norman Park Pedestrians Outbound,Norman Park Cyclists Inbound,Norman Park Cyclists Outbound,North Brisbane Bikeway Windsor,North Brisbane Bikeway Mann Park Windsor Pedestrian Inbound,North Brisbane Bikeway Mann Park Windsor Pedestrian Outbound,North Brisbane Bikeway Mann Park Windsor Cyclists Inbound,North Brisbane Bikeway Mann Park Windsor Cyclists Outbound,Riverwalk,Riverwalk Pedestrians Inbound,Riverwalk Pedestrians Outbound,Riverwalk Cyclists Inbound,Riverwalk Cyclists Outbound,Schulz Canal Bridge,Schulz Canal Bridge Pedestrians Inbound,Schulz Canal Bridge Pedestrians Outbound,Schulz Canal Bridge Cyclists Inbound,Schulz Canal Bridge Cyclists Outbound,Stanley Street Cyclists,Stanley Street Cyclists Inbound,Stanley Street Cyclists Outbound,Stanley Street on-road Cyclists Inbound,Story Bridge East ,Story Bridge East Pedestrian Inbound,Story Bridge East Pedestrian Outbound,Story Bridge East Cyclists Inbound,Story Bridge East Cyclists Outbound,Story Bridge West ,Story Bridge West Pedestrian Inbound,Story Bridge West Pedestrian Outbound,Story Bridge West Cyclists Inbound,Story Bridge West Cyclists Outbound
22/03/2014,0:00,5088,1325,2358,698,707,,,,,,,,,,,1151,512,639,1260,642,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,55,22,99,95,,,,,0,0,0,0,0,0,0,0,0,0
23/03/2014,0:00,5708,1592,2626,772,718,,,,,,,,,,,1306,567,739,6506,5583,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,52,30,88,86,,,,,0,0,0,0,0,0,0,0,0,0
24/03/2014,0:00,6346,2122,2560,787,877,,,,,,,,,,,2521,1222,1299,3308,1702,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,30,19,82,79,,,,,0,0,0,0,0,0,0,0,0,0
25/03/2014,0:00,4953,1822,2067,527,537,,,,,,,,,,,2076,1059,1017,3094,1576,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,22,10,65,39,,,,,0,0,0,0,0,0,0,0,0,0
26/03/2014,0:00,3136,1048,1242,394,452,,,,,,,,,,,1672,819,853,2937,1522,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,20,18,42,39,,,,,0,0,0,0,0,0,0,0,0,0
27/03/2014,0:00,2514,980,1006,271,257,,,,,,,,,,,1095,571,524,2164,1295,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,15,8,34,32,,,,,0,0,0,0,0,0,0,0,0,0
28/03/2014,0:00,2837,850,1111,432,444,,,,,,,,,,,1278,607,671,2467,1291,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,23,13,29,18,,,,,0,0,0,0,0,0,0,0,0,0
29/03/2014,0:00,5180,1302,2397,763,718,,,,,,,,,,,1186,548,638,1118,556,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,18,9,59,56,,,,,0,0,0,0,0,0,0,0,0,0
30/03/2014,0:00,4085,952,1829,650,654,,,,,,,,,,,906,428,478,1166,584,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,21,21,72,63,,,,,0,0,0,0,0,0,0,0,0,0
31/03/2014,0:00,6246,2086,2440,807,913,,,,,,,,,,,2470,1198,1272,3251,1637,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,75,15,76,53,,,,,0,0,0,0,0,0,0,0,0,0
1/04/2014,0:00,7290,2456,3192,777,865,,,,,,,,,,,2775,1371,1404,3291,1679,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,80,20,96,87,,,,,0,0,0,0,0,0,0,0,0,0
2/04/2014,0:00,6877,2350,2979,729,819,,,,,,,,,,,2553,1253,1300,3132,1616,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,25,25,94,83,,,,,0,0,0,0,0,0,0,0,0,0
3/04/2014,0:00,6275,2231,2676,646,722,,,,,,,,,,,2575,1275,1300,3249,1679,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,103,29,95,90,,,,,0,0,0,0,0,0,0,0,0,0
4/04/2014,0:00,5858,1916,2680,631,631,,,,,,,,,,,2121,1029,1092,2641,1397,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,61,18,96,85,,,,,0,0,0,0,0,0,0,0,0,0
5/04/2014,0:00,5266,1518,2485,624,639,,,,,,,,,,,1322,651,671,1613,813,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,27,18,83,76,,,,,0,0,0,0,0,0,0,0,0,0
6/04/2014,0:00,4750,1347,2370,511,522,,,,,,,,,,,1287,615,672,1120,563,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,29,27,85,66,,,,,0,0,0,0,0,0,0,0,0,0
7/04/2014,0:00,5898,1925,2352,759,862,,,,,,,,,,,2283,1100,1183,3180,1612,1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,199,32,86,74,,,,,0,0,0,0,0,0,0,0,0,0
8/04/2014,0:00,6516,2199,2808,725,784,,,,,,,,,,,2527,1248,1279,3269,1684,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,103,25,93,81,,,,,0,0,0,0,0,0,0,0,0,0
9/04/2014,0:00,6767,2208,2894,796,869,,,,,,,,,,,2599,1249,1350,2955,1524,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,62,33,97,85,,,,,0,0,0,0,0,0,0,0,0,0
10/04/2014,0:00,6374,2197,2682,688,807,,,,,,,,,,,2480,1174,1306,3250,1637,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,56,32,120,106,,,,,0,0,0,0,0,0,0,0,0,0
11/04/2014,0:00,5651,1887,2497,633,634,,,,,,,,,,,2084,986,1098,2517,1334,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,35,25,89,70,,,,,0,0,0,0,0,0,0,0,0,0
12/04/2014,0:00,4833,1272,2276,651,634,,,,,,,,,,,1365,640,725,1959,992,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,26,20,99,77,,,,,0,0,0,0,0,0,0,0,0,0
13/04/2014,0:00,3613,1010,1763,415,425,,,,,,,,,,,989,449,540,899,449,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,20,17,47,43,,,,,0,0,0,0,0,0,0,0,0,0
14/04/2014,0:00,4347,1354,1592,659,742,,,,,,,,,,,1785,862,923,2982,1542,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,35,25,45,51,,,,,0,0,0,0,0,0,0,0,0,0
15/04/2014,0:00,6444,2083,2681,813,867,,,,,,,,,,,2425,1189,1236,3266,1704,1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,50,25,103,90,,,,,0,0,0,0,0,0,0,0,0,0
16/04/2014,0:00,6446,2200,2770,705,771,,,,,,,,,,,2253,1107,1146,2923,1517,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,44,23,95,75,,,,,0,0,0,0,0,0,0,0,0,0
17/04/2014,0:00,5134,1763,2334,519,518,,,,,,,,,,,2058,1000,1058,2788,1430,1358,,,,,,,,,,,,,,,,,,,,,,667,267,211,99,90,,,,,,,,,,,,,,,,,,,,,,,,250,57,32,80,81,,,,,0,0,0,0,0,0,0,0,0,0
18/04/2014,0:00,5553,1465,2444,818,826,,,,,,,,,,,1168,488,680,1056,521,535,,,,,,,,,,,,,,,,,,,,,,1663,294,271,562,536,,,,,,,,,,,,,,,,,,,,,,,,239,37,34,91,77,,,,,0,0,0,0,0,0,0,0,0,0
19/04/2014,0:00,4215,1136,1902,609,568,,,,,,,,,,,861,369,492,777,403,374,,,,,,,,,,,,,,,,,,,,,,1258,239,221,398,400,,,,,,,,,,,,,,,,,,,,,,,,257,40,29,100,88,,,,,0,0,0,0,0,0,0,0,0,0
20/04/2014,0:00,4120,1107,1611,700,702,,,,,,,,,,,891,415,476,778,387,391,,,,,,,,,,,,,,,,,,,,,,1348,266,235,429,418,,,,,,,,,,,,,,,,,,,,,,,,215,26,25,90,74,,,,,0,0,0,0,0,0,0,0,0,0
21/04/2014,0:00,5641,1615,2449,810,767,,,,,,,,,,,1334,615,719,1149,570,579,,,,,,,,,,,,,,,,,,,,,,1871,335,305,595,636,,,,,,,,,,,,,,,,,,,,,,,,273,42,29,109,93,,,,,0,0,0,0,0,0,0,0,0,0
22/04/2014,0:00,5889,1863,2405,772,849,,,,,,,,,,,1581,760,821,1699,871,828,,,,,,,,,,,,,,,,,,,,,,1093,282,220,299,292,,,,,,,,,,,,,,,,,,,,,,,,218,34,21,87,76,,,,,0,0,0,0,0,0,0,0,0,0
23/04/2014,0:00,6312,2098,2676,748,790,,,,,,,,,,,1667,783,884,1715,868,847,,,,,,,,,,,,,,,,,,,,,,1244,312,242,355,335,,,,,,,,,,,,,,,,,,,,,,,,231,34,29,90,78,,,,,0,0,0,0,0,0,0,0,0,0
24/04/2014,0:00,5391,1763,2335,646,647,,,,,,,,,,,1679,803,876,1586,842,744,,,,,,,,,,,,,,,,,,,,,,1082,235,243,304,300,,,,,,,,,,,,,,,,,,,,,,,,204,21,20,87,76,,,,,0,0,0,0,0,0,0,0,0,0
25/04/2014,0:00,5743,1644,2454,861,784,,,,,,,,,,,1217,566,651,1145,577,568,,,,,,,,,,,,,,,,,,,,,,1787,314,288,581,604,,,,,,,,,,,,,,,,,,,,,,,,249,26,33,103,87,,,,,0,0,0,0,0,0,0,0,0,0
26/04/2014,0:00,4615,1350,1965,650,650,,,,,,,,,,,969,444,525,1066,542,524,,,,,,,,,,,,,,,,,,,,,,1350,339,236,392,383,,,,,,,,,,,,,,,,,,,,,,,,194,17,9,83,85,,,,,0,0,0,0,0,0,0,0,0,0
27/04/2014,0:00,4982,1468,2287,625,602,,,,,,,,,,,1215,589,626,1059,538,521,,,,,,,,,,,,,,,,,,,,,,1875,601,247,510,517,,,,,,,,,,,,,,,,,,,,,,,,213,25,22,89,77,,,,,0,0,0,0,0,0,0,0,0,0
28/04/2014,0:00,3783,1180,1312,611,680,,,,,,,,,,,1301,639,662,2954,1513,1441,,,,,,,,,,,,,,,,,,,,,,623,180,170,132,141,,,,,,,,,,,,,,,,,,,,,,,,137,24,22,47,44,,,,,0,0,0,0,0,0,0,0,0,0
29/04/2014,0:00,7043,2338,2979,819,907,,,,,,,,,,,2369,1163,1206,3258,1695,1563,,,,,,,,,,,,,,,,,,,,,,1285,366,248,333,338,,,,,,,,,,,,,,,,,,,,,,,,232,34,17,92,89,,,,,0,0,0,0,0,0,0,0,0,0
30/04/2014,0:00,6539,2295,2857,658,729,,,,,,,,,,,2351,1116,1235,3014,1542,1472,,,,,,,,,,,,,,,,,,,,,,1431,598,231,292,310,,,,,,,,,,,,,,,,,,,,,,,,246,31,34,96,85,,,,,0,0,0,0,0,0,0,0,0,0
1/05/2014,0:00,5692,1932,2402,639,719,,,,,,,,,,,2245,1101,1144,2925,1482,1443,,,,,,,,,,,,,,,,,,,,,,928,197,198,264,269,,,,,,,,,,,,,,,,,,,,,,,,220,25,30,89,76,,,,,0,0,0,0,0,0,0,0,0,0
2/05/2014,0:00,2910,972,1245,353,340,,,,,,,,,,,1382,640,742,2165,1129,1036,,,,,,,,,,,,,,,,,,,,,,354,83,87,93,91,,,,,,,,,,,,,,,,,,,,,,,,110,15,16,43,36,,,,,0,0,0,0,0,0,0,0,0,0
3/05/2014,0:00,4505,1202,1884,692,727,,,,,,,,,,,994,466,528,1662,841,821,,,,,,,,,,,,,,,,,,,,,,1190,259,238,336,357,,,,,,,,,,,,,,,,,,,,,,,,234,34,22,107,71,,,,,0,0,0,0,0,0,0,0,0,0
4/05/2014,0:00,4702,1218,2037,731,716,,,,,,,,,,,1335,423,912,1341,670,671,,,,,,,,,,,,,,,,,,,,,,1253,259,240,365,389,,,,,,,,,,,,,,,,,,,,,,,,137,32,19,47,39,,,,,0,0,0,0,0,0,0,0,0,0
5/05/2014,0:00,5657,1916,2181,747,813,,,,,,,,,,,2178,1059,1119,3080,1611,1469,,,,,,,,,,,,,,,,,,,,,,911,230,223,219,239,,,,,,,,,,,,,,,,,,,,,,,,175,29,21,64,61,,,,,0,0,0,0,0,0,0,0,0,0
6/05/2014,0:00,6607,2242,2710,772,883,,,,,,,,,,,2428,1194,1234,3124,1616,1508,,,,,,,,,,,,,,,,,,,,,,1118,291,205,302,320,,,,,,,,,,,,,,,,,,,,,,,,218,36,26,82,74,,,,,0,0,0,0,0,0,0,0,0,0
7/05/2014,0:00,6143,2053,2654,698,738,,,,,,,,,,,2340,1123,1217,3022,1549,1473,,,,,,,,,,,,,,,,,,,,,,1174,476,211,251,236,,,,,,,,,,,,,,,,,,,,,,,,181,19,21,77,64,,,,,0,0,0,0,0,0,0,0,0,0
8/05/2014,0:00,5464,1834,2284,657,689,,,,,,,,,,,2273,1087,1186,2993,1571,1422,,,,,,,,,,,,,,,,,,,,,,1200,539,182,224,255,,,,,,,,,,,,,,,,,,,,,,,,189,33,27,66,63,,,,,0,0,0,0,0,0,0,0,0,0
9/05/2014,0:00,5295,1766,2364,594,571,,,,,,,,,,,2090,1003,1087,2612,1360,1252,,,,,,,,,,,,,,,,,,,,,,1758,1110,171,245,232,,,,,,,,,,,,,,,,,,,,,,,,214,27,31,82,74,,,,,0,0,0,0,0,0,0,0,0,0
10/05/2014,0:00,4795,1315,2122,662,696,,,,,,,,,,,1037,475,562,1217,604,613,,,,,,,,,,,,,,,,,,,,,,1170,268,202,349,351,,,,,,,,,,,,,,,,,,,,,,,,183,29,21,73,60,,,,,0,0,0,0,0,0,0,0,0,0
11/05/2014,0:00,4860,1296,1923,815,826,,,,,,,,,,,1298,635,663,1507,761,746,,,,,,,,,,,,,,,,,,,,,,1713,366,288,532,527,,,,,,,,,,,,,,,,,,,,,,,,206,28,17,71,90,,,,,0,0,0,0,0,0,0,0,0,0
12/05/2014,0:00,5680,1948,2238,712,782,,,,,,,,,,,2187,1068,1119,2945,1522,1423,,,,,,,,,,,,,,,,,,,,,,1016,253,211,263,289,,,,,,,,,,,,,,,,,,,,,,,,190,25,17,76,72,,,,,0,0,0,0,0,0,0,0,0,0
13/05/2014,0:00,6950,2357,2850,820,923,,,,,,,,,,,2517,1234,1283,3232,1652,1580,,,,,,,,,,,,,,,,,,,,,,1115,274,220,314,307,,,,,,,,,,,,,,,,,,,,,,,,269,33,33,104,99,,,,,0,0,0,0,0,0,0,0,0,0
14/05/2014,0:00,6219,2084,2555,761,819,,,,,,,,,,,2367,1149,1218,3042,1572,1470,,,,,,,,,,,,,,,,,,,,,,999,210,186,293,310,,,,,,,,,,,,,,,,,,,,,,,,209,31,28,77,73,,,,,0,0,0,0,0,0,0,0,0,0
15/05/2014,0:00,6157,2037,2584,713,823,,,,,,,,,,,2349,1126,1223,3109,1572,1537,,,,,,,,,,,,,,,,,,,,,,1126,299,202,299,326,,,,,,,,,,,,,,,,,,,,,,,,211,32,23,84,72,,,,,0,0,0,0,0,0,0,0,0,0
16/05/2014,0:00,5041,1685,2284,541,531,,,,,,,,,,,1924,922,1002,2360,1228,1132,,,,,,,,,,,,,,,,,,,,,,675,158,137,192,188,,,,,,,,,,,,,,,,,,,,,,,,172,32,18,63,59,,,,,0,0,0,0,0,0,0,0,0,0
17/05/2014,0:00,4701,1273,2058,683,687,,,,,,,,,,,1165,514,651,1334,679,655,,,,,,,,,,,,,,,,,,,,,,1343,286,230,423,404,,,,,,,,,,,,,,,,,,,,,,,,187,35,23,57,72,,,,,0,0,0,0,0,0,0,0,0,0
18/05/2014,0:00,5068,1315,2237,754,762,,,,,,,,,,,1266,619,647,1412,682,730,,,,,,,,,,,,,,,,,,,,,,1732,334,305,554,539,,,,,,,,,,,,,,,,,,,,,,,,247,31,41,92,83,,,,,0,0,0,0,0,0,0,0,0,0
19/05/2014,0:00,5798,1997,2216,740,845,,,,,,,,,,,2088,1014,1074,2936,1527,1409,,,,,,,,,,,,,,,,,,,,,,897,244,186,234,233,,,,,,,,,,,,,,,,,,,,,,,,193,30,20,74,69,,,,,0,0,0,0,0,0,0,0,0,0
20/05/2014,0:00,6643,2224,2813,777,829,,,,,,,,,,,2538,1243,1295,3134,1613,1521,,,,,,,,,,,,,,,,,,,,,,1117,254,230,307,326,,,,,,,,,,,,,,,,,,,,,,,,238,33,23,96,86,,,,,0,0,0,0,0,0,0,0,0,0
21/05/2014,0:00,6724,2292,2840,762,830,,,,,,,,,,,2471,1183,1288,2969,1541,1428,,,,,,,,,,,,,,,,,,,,,,1062,246,213,300,303,,,,,,,,,,,,,,,,,,,,,,,,232,31,32,91,78,,,,,0,0,0,0,0,0,0,0,0,0
22/05/2014,0:00,5966,1940,2512,730,784,,,,,,,,,,,2375,1142,1233,2894,1500,1394,,,,,,,,,,,,,,,,,,,,,,999,235,213,269,282,,,,,,,,,,,,,,,,,,,,,,,,235,32,27,88,88,,,,,0,0,0,0,0,0,0,0,0,0
23/05/2014,0:00,5473,1852,2439,590,592,,,,,,,,,,,2084,992,1092,2566,1335,1231,,,,,,,,,,,,,,,,,,,,,,960,216,191,271,282,,,,,,,,,,,,,,,,,,,,,,,,183,22,20,68,73,,,,,0,0,0,0,0,0,0,0,0,0
24/05/2014,0:00,5473,1416,2377,911,769,,,,,,,,,,,1163,517,646,1341,697,644,,,,,,,,,,,,,,,,,,,,,,1507,276,275,469,487,,,,,,,,,,,,,,,,,,,,,,,,199,25,23,98,53,,,,,0,0,0,0,0,0,0,0,0,0
25/05/2014,0:00,5704,1540,2348,918,898,,,,,,,,,,,1447,707,740,2121,1003,1118,,,,,,,,,,,,,,,,,,,,,,1863,314,306,622,621,,,,,,,,,,,,,,,,,,,,,,,,234,28,33,89,84,,,,,0,0,0,0,0,0,0,0,0,0
26/05/2014,0:00,6213,2095,2411,800,907,,,,,,,,,,,2308,1131,1177,2901,1483,1418,,,,,,,,,,,,,,,,,,,,,,952,196,183,282,291,,,,,,,,,,,,,,,,,,,,,,,,215,23,24,86,82,,,,,0,0,0,0,0,0,0,0,0,0
27/05/2014,0:00,6873,2338,2833,800,902,,,,,,,,,,,2595,1262,1333,3118,1611,1507,,,,,,,,,,,,,,,,,,,,,,1163,254,234,336,339,,,,,,,,,,,,,,,,,,,,,,,,308,69,53,100,86,,,,,0,0,0,0,0,0,0,0,0,0
28/05/2014,0:00,6550,2275,2824,673,778,,,,,,,,,,,2504,1206,1298,2916,1505,1411,,,,,,,,,,,,,,,,,,,,,,1076,220,230,314,312,,,,,,,,,,,,,,,,,,,,,,,,250,52,48,75,75,,,,,0,0,0,0,0,0,0,0,0,0
29/05/2014,0:00,6068,2089,2541,682,756,,,,,,,,,,,2276,1099,1177,2977,1504,1473,,,,,,,,,,,,,,,,,,,,,,997,216,197,288,296,,,,,,,,,,,,,,,,,,,,,,,,280,64,37,90,89,,,,,0,0,0,0,0,0,0,0,0,0
30/05/2014,0:00,5127,1669,2282,594,582,,,,,,,,,,,1893,892,1001,2463,1314,1149,,,,,,,,,,,,,,,,,,,,,,750,174,163,201,212,,,,,,,,,,,,,,,,,,,,,,,,170,26,17,61,66,,,,,0,0,0,0,0,0,0,0,0,0
31/05/2014,0:00,4084,1058,1733,639,654,,,,,,,,,,,1042,486,556,1259,615,644,,,,,,,,,,,,,,,,,,,,,,1314,243,233,425,413,,,,,,,,,,,,,,,,,,,,,,,,159,18,16,73,52,,,,,0,0,0,0,0,0,0,0,0,0
1/06/2014,0:00,5583,1468,2446,815,854,,,,,,,,,,,1378,635,743,1573,784,789,,,,,,,,,,,,,,,,,,,,,,1935,371,340,609,615,,,,,,,,,,,,,,,,,,,,,,,,237,18,26,109,84,,,,,0,0,0,0,0,0,0,0,0,0
2/06/2014,0:00,6016,2105,2384,773,754,,,,,,,,,,,2275,1104,1171,2862,1461,1401,,,,,,,,,,,,,,,,,,,,,,961,216,197,274,274,,,,,,,,,,,,,,,,,,,,,,,,225,30,26,83,86,,,,,0,0,0,0,0,0,0,0,0,0
3/06/2014,0:00,6211,2216,2625,686,684,,,,,,,,,,,2381,1154,1227,3036,1555,1481,,,,,,,,,,,,,,,,,,,,,,1060,230,202,318,310,,,,,,,,,,,,,,,,,,,,,,,,203,37,25,79,62,,,,,0,0,0,0,0,0,0,0,0,0
4/06/2014,0:00,6334,2238,2782,670,644,,,,,,,,,,,2342,1132,1210,2893,1498,1395,,,,,,,,,,,,,,,,,,,,,,1003,211,193,303,296,,,,,,,,,,,,,,,,,,,,,,,,226,22,16,97,91,,,,,0,0,0,0,0,0,0,0,0,0
5/06/2014,0:00,5869,2079,2552,643,595,,,,,,,,,,,2259,1101,1158,2882,1487,1395,,,,,,,,,,,,,,,,,,,,,,1028,213,212,300,303,,,,,,,,,,,,,,,,,,,,,,,,197,26,20,78,73,,,,,0,0,0,0,0,0,0,0,0,0
6/06/2014,0:00,5151,1773,2355,536,487,,,,,,,,,,,1995,955,1040,2573,1332,1241,,,,,,,,,,,,,,,,,,,,,,953,213,210,269,261,,,,,,,,,,,,,,,,,,,,,,,,162,20,15,66,61,,,,,0,0,0,0,0,0,0,0,0,0
7/06/2014,0:00,4711,1215,2121,706,669,,,,,,,,,,,988,453,535,1176,559,617,,,,,,,,,,,,,,,,,,,,,,1320,242,236,420,422,,,,,,,,,,,,,,,,,,,,,,,,225,33,21,89,82,,,,,0,0,0,0,0,0,0,0,0,0
8/06/2014,0:00,4508,1279,1981,664,584,,,,,,,,,,,1097,555,542,1206,618,588,,,,,,,,,,,,,,,,,,,,,,1399,249,235,457,458,,,,,,,,,,,,,,,,,,,,,,,,196,25,22,71,78,,,,,0,0,0,0,0,0,0,0,0,0
9/06/2014,0:00,5196,1496,2301,747,652,,,,,,,,,,,1384,676,708,1447,719,728,,,,,,,,,,,,,,,,,,,,,,2056,335,311,568,842,,,,,,,,,,,,,,,,,,,,,,,,235,24,33,92,86,,,,,0,0,0,0,0,0,0,0,0,0
10/06/2014,0:00,5294,1914,2272,543,565,,,,,,,,,,,1870,919,951,2041,1036,1005,,,,,,,,,,,,,,,,,,,,,,887,196,179,258,254,,,,,,,,,,,,,,,,,,,,,,,,178,25,20,67,66,,,,,0,0,0,0,0,0,0,0,0,0
11/06/2014,0:00,5786,2107,2461,603,615,,,,,,,,,,,1889,928,961,2064,1059,1005,,,,,,,,,,,,,,,,,,,,,,926,207,189,276,254,,,,,,,,,,,,,,,,,,,,,,,,199,34,18,67,80,,,,,0,0,0,0,0,0,0,0,0,0
12/06/2014,0:00,5600,2005,2439,572,584,,,,,,,,,,,1892,934,958,1993,1027,966,,,,,,,,,,,,,,,,,,,,,,1028,212,190,291,335,,,,,,,,,,,,,,,,,,,,,,,,209,22,23,88,76,,,,,0,0,0,0,0,0,0,0,0,0
13/06/2014,0:00,4242,1460,1903,462,417,,,,,,,,,,,1467,682,785,1869,969,900,,,,,,,,,,,,,,,,,,,,,,845,202,166,243,234,,,,,,,,,,,,,,,,,,,,,,,,152,21,20,60,51,,,,,0,0,0,0,0,0,0,0,0,0
14/06/2014,0:00,3217,860,1492,431,434,,,,,,,,,,,855,393,462,1538,745,793,,,,,,,,,,,,,,,,,,,,,,896,237,232,214,213,,,,,,,,,,,,,,,,,,,,,,,,95,10,18,36,31,,,,,0,0,0,0,0,0,0,0,0,0
15/06/2014,0:00,4381,1332,1849,631,569,,,,,,,,,,,790,375,415,1671,855,816,,,,,,,,,,,,,,,,,,,,,,2017,368,349,641,659,,,,,,,,,,,,,,,,,,,,,,,,188,22,13,80,73,,,,,0,0,0,0,0,0,0,0,0,0
16/06/2014,0:00,5324,1917,2205,598,604,,,,,,,,,,,1915,947,968,2607,1339,1268,,,,,,,,,,,,,,,,,,,,,,980,244,224,256,256,,,,,,,,,,,,,,,,,,,,,,,,277,31,33,113,100,,,,,0,0,0,0,0,0,0,0,0,0
17/06/2014,0:00,5685,2017,2522,559,587,,,,,,,,,,,2046,972,1074,2445,1244,1201,,,,,,,,,,,,,,,,,,,,,,1135,249,230,329,327,,,,,,,,,,,,,,,,,,,,,,,,222,30,29,88,75,,,,,0,0,0,0,0,0,0,0,0,0
18/06/2014,0:00,5561,2028,2362,594,577,,,,,,,,,,,1944,972,972,2359,1193,1166,,,,,,,,,,,,,,,,,,,,,,970,236,211,259,264,,,,,,,,,,,,,,,,,,,,,,,,241,44,40,86,71,,,,,0,0,0,0,0,0,0,0,0,0
